ResponseId,nps,company,Year,month,TENURE,GENERATION,ROLE,LOCATION,COMPANY,GENDER,Change
R_30pDTOv9koQTPDv,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Adaptability
R_1eXlWCRQCsCNjAK,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,"Laboratory needs more improvement here,  it has been getting changes for the better, but not fast enough"
R_2tgSHXd9geGYUGa,7,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,colaboracion en equipo sin disticion de trabajadores
R_YXrx6SwEKX7OAJb,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Modernization
R_5teo05iuOjgYmwF,9,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,"Stop treating Mr. L like a mythological figure. He was a great leader and entrepreneur. But it is not longer 1992. We need to live in  the here and now. Look to 2G, 3G, and leadership. The answers to difficulties is not always in the past. What we did in 1990 won't solve today's problems. Benefits from 1990 don't work today. Etc."
R_V1HJrvxpTQCQBH3,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,Improve benefits to attract and retain a younger generation
R_2TMFtxWHFyOX7Zu,10,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,NA,NA,"I think having a CEO who is visible and accessible, personally communicating important issues like safety, has the potential to inspire loyalty similar to what employees felt to Mr. Lampton."
R_2YtQ89xM1Rmb3Ch,10,Ergon,2022,September,1-4 years,Baby Boomer (born between 1946 - 1965),Technical,United States - South,"Ergon Trucking, Inc.",NA,"Always do what is Right and Stand against evil communism while throwing in the garbage the words;""we have no choice"".
Locally, i would like to see an employee hired at 1/4 the cost of using outside services."
R_D1ChSin2kM7QDtf,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,train maintenance more of the process and train operations a little bit of maintenance
R_1MZf1eB8D2Tnnhu,9,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,better communication
R_3F40LWaYgha26Jf,8,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon Terminaling, Inc.",NA,Stop celebrating Columbus Day and instead celebrate MLK Day
R_BM6XoeGZ2FI7RGp,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon Trucking, Inc.",NA,inner companies working better together to help one another grow and working closer as one team.
R_21uIPL0ny3RWawH,9,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Technical,United States - Midwest,"Ergon - West Virginia, Inc.",NA,"Interdepartmental Training/Education: We have many individuals that excel in their positions and have helped to bring about positive changes in our systems; however, I have found that we often fall short in educating each other on how to use these systems or even the existence of these systems. This problem is especially prominent between different departments. Employees are often not aware of the programs, databases, and tools that other departments have at their disposal. While the primary intent of these systems may be to increase effectiveness of a small group or an individual, without greater awareness of those in the rest of the company, the true potential is unable to be reached. Outreach within the company on what each group does and how they interact would allow everyone to become more effective in their respective positions. Additionally, we have occasionally stumbled across multiple groups/individuals doing repetitive tasks or keeping repetitive data in separate locations. Increase awareness in these cases would be boost efficiency by limited the amount of duplicated work."
R_2ty5KEQDKglv1BY,8,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,"Ergon Refining, Inc.",NA,Change of power in the federal government
R_3D6B5Onf94MUgfA,10,Ergon,2022,September,Less than a year,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,Reuniones Periódicas Mostrando los resultados de la empresa y los retos futuros.
R_3Ev9x2Jv494ZuhL,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Finance + Accounting,United States - South,"Ergon, Inc.",NA,I think Ergon is the best company for which to work.  I am content and satisfied
R_2P6Ve6iJSMOKLrR,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Sales + Marketing,Latin America,Ergon Asfaltos México,NA,"Generar un plan de carrera, que incluya un presupuesto de acuerdo a resultados individuales para cursos, displomados y/o maestrias"
R_tSyvHb0L7h46RPz,10,Ergon,2022,September,13+ years,Generation Y (born between 1981 - 2000),Sales + Marketing,Latin America,Ergon Asfaltos México,NA,TENER TRANSPORTE PROPIO PARA VENTAS
R_1dmNOf0sTAg1BgI,6,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Technical,Other,"Ergon, Inc.",NA,hire more people
R_3I9p4jKnn3Ehktm,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,Latin America,Ergon Asfaltos México,NA,Tener un area dedicado a la tecnologia (herramientas o instrumentacion) para realizar las actividades de la empresa.
R_3HZCrC3nE3Rg4cy,9,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Finance + Accounting,Latin America,Ergon Asfaltos México,NA,Establecer objetivos mensuales de venta y darlos a conocer a nivel general. Informar avances o mejoras en la estrategia para alcanzarlos y que todos trabajemos para lograrlos.
R_2B8yLas9nmoxHe2,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,Implementación de paneles solares para suministrar energía a las plantas.
R_33C1rFEV0rYzM7X,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Sales + Marketing,United States - West,"Crafco, Inc.",NA,ergonomics
R_tMy0GQE94zAJAgp,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,NA,NA,tratar  de que todos  los  empleados de ergon trabajen con la misma intensidad para que todas las areas  cumplan con sus objetivos  y a si tener una empresa que cresca en toda su extension
R_3Jxa9327UQGNNbx,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,"Que sea una empresa donde tenga un buen ambiente laboral y se preocupe por los trabajadores, mas de lo que ya es."
R_3MDQB60JNBLfn9O,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Sales + Marketing,Latin America,NA,NA,Crecimiento profesional
R_2f2jbWCxZcjgumR,10,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,Ergon Asfaltos México,NA,Tener mas pipas a disposición para el trasnporte de nuestros producto con clientes
R_30oByTxkkW64MeE,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,Other,Ergon Asfaltos México,NA,"capacitacion continua, mejorar evaluacion de desempeño"
R_2f2S7XohlpfWeiW,8,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Sales + Marketing,Latin America,Ergon Asfaltos México,NA,Mejores compensaciones
R_3g0A2NpsyUqRoBr,9,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,Tecnologias de la Información
R_2TWQRpdT89TEQ9g,9,Ergon,2022,September,9-12 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,"primeramente saber escuchar,el repesto a nuestros colaboradores sobre opiniones, y ese seria el impacto positivo para la organizacion."
R_2dYesj7SGyje7NV,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,Latin America,Ergon Asfaltos México,NA,brindar capacitación constante a sus empleados en las áreas de su trabajo
R_3mehT9Ck2Ks9F90,10,Ergon,2022,September,Less than a year,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,para mi nada esta enpresa tiene todo bien
R_2DYRSBYa3UHExDS,9,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Sales + Marketing,Latin America,Ergon Asfaltos México,NA,Participacion activa de los directivos en mas campañas para logro de objetivos y reconocimiento a las buenas practicas laborales
R_ZgJdGc5BmnLDFkJ,9,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,Motivación atravez de la capacitación
R_12yHwKT4LlBEBQO,10,Ergon,2022,September,13+ years,Generation Y (born between 1981 - 2000),Finance + Accounting,Latin America,Ergon Asfaltos México,NA,Realizar actividades de integracion de equipos en areas diferentes a la oficina
R_dcVIVnCHFvtLdcJ,7,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Operations,United States - South,Magnolia Marine Transport Co.,NA,stay away from a one size fits all philosophy
R_2uHvIAEzDTpzAlo,10,Ergon,2022,September,1-4 years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,"Ergon Trucking, Inc.",NA,"Not a change but staying focused on a safe, rewarding working environment with recognition for goals achieved!"
R_22RGorjmsd9spxk,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - South,"Paragon Technical Services, Inc.",NA,Identifying better paths for advancement
R_1i89m9JET5uJLf3,8,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,"QUE LOS COMPAÑEROS SEAN RECEPTIVOS, ETICOS, Y DEL SU 100%"
R_1Q3ZmULzrYegnw8,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,United States - West,NA,NA,"From my position, making a wrong single change will have a negative impact. In other words, I’m satisfied and pleased with the trajectory and vision of Ergon."
R_390nXN5KQdvbttf,4,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon - St. James, Inc.",NA,Pay and communication
R_1mslyJFLHuJzDNm,8,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,"If we could genuinely create a One Ergon mentality across the corporation and eliminate the variation in entitlements from business to business, we could create an environment where everyone felt they were part of the same team.  We have too much of an us versus them mentality right now.  It is every business for themselves in the current state and we give lip service to One Ergon without really seeing it demonstrated by our business leaders."
R_UcqaLnyLGnb5UwV,10,Ergon,2022,September,Less than a year,Baby Boomer (born between 1946 - 1965),Operations,United States - Midwest,NA,NA,Modern equipment
R_10BrDQFK08lOceh,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Technical,Latin America,Ergon Asfaltos México,NA,"Organizar talleres de capacitación teórica- practica para nuestros clientes, compartiendo los procesos constructivos y cuidados que se tienen que tener cuando empleen productos Ergon"
R_2EhjdHw63rP3g6V,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,Latin America,NA,NA,Buying out competitors
R_3huaTE9pJLz3PQO,9,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Finance + Accounting,Latin America,Ergon Asfaltos México,NA,"Mi opinión es que la empresa Ergon es muy buena por que realmente tiene compromiso moral con sus trabajadores, yo en lo personal no hay un día en el que vaya a trabajar con flojera. El punto negativo es que los que se llaman jefes directos no están motivando a la gente, no están cumpliendo con los valores Ergon y lo único que causan es frustración y el temor que por comentarios mal intencionados de compañeros allegados a ellos te despidan o simplemente te llenen de trabajo y te hagan responsable de actividades que desconoces por que no son actividades de tu área... Lo vivimos recientemente. Falta poner mayor atención en ellos y en su actitud."
R_Oy8Y7rqEHV5Ot2N,2,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,NA,NA,Listen and talk to lower level employees and treat them as important. Don't brush them off and reward laziness.
R_1FKefv3LOQH5v0z,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,seguir dandonos mas seguido cursos de capacitacion y orientacion para mejorar y seguir siendo una empresa Lider
R_1MLHUuZLaJUyjxW,9,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,Developing leadership pathways and apprenticeships for those who have been identified as future leaders throughout all of the business units.
R_2CvLrlbEIZiP1Kr,10,Ergon,2022,September,9-12 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,United States - Northeast,"Ergon Oil Purchasing, Inc.",NA,All is well. I can't answer this question without worrying about hurting someones feelings
R_xmxoxhmLiVSH9yV,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Finance + Accounting,Latin America,Ergon Asfaltos México,NA,innovacion
R_27a5mibQY29p0MZ,9,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon Refining, Inc.",NA,Location of new control room
R_2riMK0ko1i7ZvVn,9,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,Latin America,Ergon Asfaltos México,NA,SENTIRNOS PARTE DE LA SOLUCION
R_TubbsyRN9OxBHa1,6,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,"Hearing the voices of the employees. Not in a big meeting- but meticulously hearing the real concerns of the employees. 
Like there are too many bandaids around the plant. Many maintenance people just hiding from work.
Outdated /slow pumps, motors, cranes. 
Too few improvements- we are stuck in the 80’s
More automation and direct lines!"
R_3DvFjqCnYR2QxGr,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,United States - Northeast,"Crafco, Inc.",NA,Attitude - if everyone has a positive attitude at all times & if certain management contributed to the job duties they were hired for would be very helpful.
R_2A1qa7CFbE0v44l,10,Ergon,2022,September,1-4 years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,It is really difficult to think of one.  Continuing innovation.
R_1ieeAWQtK4zAjak,8,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Information Technology,United States - South,NA,NA,"Communication among people employees that are tasked to work on projects together. Making sure all important players are brought in at the beginning (blue printing stages), to where Ergon is in a position to be more proactive and not reactive. Saying time and money by making sure key players are involved at all stages."
R_1LbV0AaHX8z8tZs,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - South,"Ergon Construction Group, Inc.",NA,"A company always evolves and change makes that possible, however somethings dont need to change in order for positive impacts. Ergon and its leadership already invest the best part of themselves to keep this great company great. Keeping focused on what got us where we are with a keen eye on where we are going , and the vision to make the necessary changes to keep us successful will be the biggest impact for all of us that make up Ergon."
R_eY6qa2Yx5RXXiSJ,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,Leadership communication with employees
R_25u3EpmJf43ZSxY,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,Communication with their employee's
R_1OvIh6YaNG8gq2l,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - South,NA,NA,Respecting others time
R_2ZZUqfZBnyI52RN,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Information Technology,Latin America,Ergon Asfaltos México,NA,"Posesionarse como la mejor empresa en el país, reflejado en el trabajo de todos como empresa así mismo es motivación para seguir creciendo y abarcar mas ciudades importantes."
R_yDCdyoUNaVofX6V,8,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon Terminaling, Inc.",NA,"in my opinion and work history,i would like to see the company invest in a health insurance such as labors union or pipe fitters union ect… that is actually nationwide instead of local as in stationed BCBSof Mississippi  thanks."
R_1ikP0g12m30ye4s,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Operations,United States - South,"Ergon Refining, Inc.",NA,Encourage Employees to Volunteer --
R_2uUO9EXklKJKHgO,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Technical,United States - South,"Ergon Terminaling, Inc.",NA,If Ergon were willing to set some profits aside to acquire better equipment and tools for everyday use
R_afy3REGwrvcLRv3,10,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Technical,United States - South,NA,NA,Communication
R_1CqZTVYd2WDDBzB,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,United States - South,"Ergon Terminaling, Inc.",NA,Taking over more asphalt plants
R_3fTdaMVK88HOLho,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,United States - South,"Ergon Terminaling, Inc.",NA,Clear communication
R_2SvldUWoacKZrm8,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,None
R_1ONvQXIBLIo6g50,9,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,Other,Ergon Asfaltos México,NA,mas agilidad en tiempos de respuesta  en relacion a equipo para carga de unidades.
R_UsYw7AOVaSc6WUV,9,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,NA,NA,Accountability for  personnel without  management turning a blind eye to some people.
R_2CVVHkzDdXNOGAB,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Finance + Accounting,Latin America,Ergon Asfaltos México,NA,Cambio de ERP
R_3GqrFd9u1SOXKp8,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,HACER EL TRABAJO ADECUADO CON MUCHA RESPONSABILIDAD Y SOBRE TODO UN BUEN LIDERAZGO
R_Y4jIwEB1hY8XoKl,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Finance + Accounting,United States - South,"Ergon, Inc.",NA,"For a great moral booster and ""get to know the people of Ergon"", tabulate the human interests and data fact of Ergon. Ergon employees have have a combined total of XX years of service, with XX number of children and XX number of grand children that work on these personal interest items... (habitat, cancer society, toys for tots) etc.  Have people want to get connected at Ergon and in their community."
R_25JEXuP0Vd9jdQt,5,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - South,Resinall Corp,NA,looking out for the employees that have been here the longest and built this facility over the years.
R_1GUqBzreKZhbCoP,9,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Technical,United States - South,"Ergon, Inc.",NA,Adjust vacation to be competitive with peers. I constantly have vacation come up as an issue when seeking high quality candidates from our industry.  Can also be handled by being more flexible in a blended PTO system.
R_2YGvFe0yby8w24P,10,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Operations,United States - South,"Crafco, Inc.",NA,The path Ergon is on has been successful to all involved. At this time I don't see any change that would better things. Change is needed when things aren't positive
R_2TUmHbIRoCueLVT,9,Ergon,2022,September,9-12 years,Generation Y (born between 1981 - 2000),Technical,Latin America,Ergon Asfaltos México,NA,mayor integración entre las plantas
R_2dEES8TGCRUr48v,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Sales + Marketing,Latin America,Ergon Asfaltos México,NA,Enfocarnos siempre en el negocio para cumplir con las necesidades del cliente.
R_3dZmf62WM5v6RrF,10,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,United States - West,"Ergon Asphalt & Emulsions, Inc.",NA,"Furnishing vehicles for Area Salesmen. they are the faces for the state they work in and are required to be on many construction sites, travel excessive hour to get to projects in different parts of the states. Making these people use their own vehicle puts a great liability on them."
R_1MRLPFzpfjxt12U,8,Ergon,2022,September,9-12 years,Generation Y (born between 1981 - 2000),Operations,United States - South,NA,NA,"Push the family-focused values at Mirrorlake to the operational facilities.  Mirrorlake feels like home, but outside of there, it's just work with no relationships."
R_2SBl3buO5fRDhi2,10,Ergon,2022,September,9-12 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,United States - West,"Ergon Asphalt & Emulsions, Inc.",NA,Company vehicles. This has put the complete burden on employees
R_3m7EYXTI0aYdWFb,9,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Sales + Marketing,Latin America,Ergon Asfaltos México,NA,Que RH tuviera mas acercamiento directo con el personal para entender sus necesidades / Pensamiento
R_3qPsjUFDgJjJi0G,7,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Sales + Marketing,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,"Quit worrying about the corporate life, policies and procedures and making everything so difficult, and worry more about the people and how they have dedicate so much to the company."
R_1gIyJDxcQXfdsm5,8,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,que la empresa tenga oportunidades para ascender a sus trabajadores ya que prefieren contratar externos y no ven el potencial que hay en sus empleados.
R_3Hu096rn6Toacfp,5,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,Latin America,Ergon Asfaltos México,NA,"La empresa debe de dar la oportunidad de Desarrollo Profesional a TODOS los empleados. La mayoría de los empleados nunca nos enteramos de vacantes para poder aplicar a una promoción, solo unos cuantos tienen acceso a esta información o la empresa prefiere contratar a nuevo personal antes de dar oportunidad a sus empleados."
R_3ltvfG2wyGuy1J8,7,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,estandarizacion de instalaciones oficinas comedor baños etc
R_28TYLn8f6Xyl3IJ,8,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Sales + Marketing,United States - Northeast,"Ergon Oil Purchasing, Inc.",NA,"Sticking to your word.  I was hired with certain ""promises"" that would help the work experience.  It seems like certain ""programs/promises"" are being removed with little or no explanation.  A decision was made and well....that was it."
R_2xKOd9IR0Qhc6iM,5,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),NA,United States - Northeast,"Ergon Asphalt & Emulsions, Inc.",NA,More investment in product development and support--staff and facilities
R_1OwdoDOEEHiA2XE,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Sales + Marketing,Other,NA,NA,Incrementar el compromiso de cada persona de la organización
R_xFWcwVFfz842dfX,8,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Operations,United States - Northeast,NA,NA,It's changing for better now
R_291i7o9WbW4umSV,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Admin + Corporate Support,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Continued improvements to aging equipment
R_3KZ23GYmFBtxcVM,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,NA,NA,Dedication to employees & community
R_1g5DaVfSuCp8IgE,10,Ergon,2022,September,9-12 years,Generation Y (born between 1981 - 2000),Operations,United States - Northeast,NA,NA,Continued accountability and effective leadership
R_a9SudWdSD8SQeEp,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon Refining, Inc.",NA,Positive attitude
R_22y4eLT5UnS06Ax,9,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,NA,NA,Better communications.
R_3RmCw3nkQGymKTH,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,Entrega de producto bien a la primera y con calidad.
R_YQY00ubOvkFtrd7,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,"helping employees grow setting goals in training, accountability, leadership.
Allowing the employee to control his own path to development."
R_3nMFEqifsKcqeVa,8,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Communication
R_3NR72GcMma52bzK,9,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Improve communication and information sharing.
R_1impkZjwIwkk85c,9,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Technical,United States - Northeast,"Ergon Refining, Inc.",NA,Filling open positions within the organization
R_1n76K4zrrAykeoR,9,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,"The on-going push to change our safety culture.  Everyone wants to go home whole at the end of the day, and return to a whole facility the next day."
R_3oAbVko7UlcUPkq,9,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Technical,United States - Northeast,NA,NA,Increased focus on in-depth training for everybody in the skills and knowledge needed to perform at the highest level
R_2azU2yBBq059mTu,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Admin + Corporate Support,Latin America,Ergon Internatoinal,NA,.
R_1gV1Ffn57K2L9ym,8,Ergon,2022,September,9-12 years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,Ergon Asfaltos México,NA,TRABAJO EN LOS LIDERAZGOS.
R_1NESrSYBWi8dJmy,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,"El que nosotros damos en el dia a dia, durante nuestra colaboración."
R_338DMBVQy9CKn5w,10,Ergon,2022,September,Less than a year,Generation Z (born between 2001 - 2020),Technical,United States - South,"Paragon Technical Services, Inc.",NA,Have local company events to improve employee relationships.
R_pbZgCAkDSWshWHT,7,Ergon,2022,September,NA,NA,NA,NA,NA,NA,The company should strive to treat every employee in the same manner.
R_PCKMbsDWPhJuaVb,10,Ergon,2022,September,Less than a year,Generation X  (born between 1966 - 1980),Information Technology,United States - Midwest,"Ergon - West Virginia, Inc.",NA,Allow beards and jeans in WV.
R_2VdAj4q0VjhwtsE,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Advance the best person for the job and not the most senior.
R_4HO6GToAqRQx79v,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Admin + Corporate Support,Latin America,Ergon Asfaltos México,NA,Bolsa de trabajo corportativa en donde se busque primero candidtados internos calificados  para promover su crecimiento dentro de la organización junto con la posibilidad de solicitar traslados de reubicacion dentro de la organización.
R_3JIss26ncsJReFn,9,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,Latin America,Ergon Asfaltos México,NA,Mejor capacitacion al personal
R_2CIBCgR9xdAcSnQ,9,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Admin + Corporate Support,United States - Northeast,"Ergon - West Virginia, Inc.",NA,"Tenured Turnover. As older employees retire, younger generations filling those roles."
R_yQJehNe2CUmJbsl,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Admin + Corporate Support,Latin America,Ergon Asfaltos México,NA,EMPATIA ORGANIZACIONAL
R_psbTWIPYj80Qadj,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,NA,NA,Cross training
R_2vZjfe2TnsKfBsz,8,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,"One change that will impact ergon as a whole, would be to get back on track from our previous issues last year and be able to move forward as a whole and build from that experience."
R_22z4JiIbZbEWXQa,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Government support!!!
R_1d65hdvQNE969qQ,8,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Better schedule
R_W8xHJ0uBDsQ1mpz,7,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Allowing employees to remain in positions to become fully acclimated and proficient in their position prior to pressing into another role or being spread to thin.
